DSSTox_Substance_Id,DSSTox_Structure_Id,DSSTox_QC-Level,name,casn,Substance_Type,Substance_Note,SMILES,InChI,InChIKey,formula,MolWt
DTXSID5020079,DTXCID5079,DSSTox_Low,Ammonium citrate (2:1),3012-65-5,Single Compound,,[NH4+].[NH4+].OC(=O)CC(O)(CC([O-])=O)C([O-])=O,"InChI=1/C6H8O7.2H3N/c7-3(8)1-6(13,5(11)12)2-4(9)10;;/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);2*1H3
AuxInfo=1/1/N:2,6,3,7,10,1,4,5,8,9,11,12,13;14;15/E:(1,2)(3,4)(7,8,9,10)(11,12);;/gE:(1,2);;/rA:15CCCO-OCCOOCO-OON+N+/rB:s1;s2;s3;d3;s1;s6;s7;d7;s1;s10;d10;s1;;;/rC:2.6642,-2.3101,0;2.6642,-3.8501,0;1.3321,-4.62,0;0,-3.8501,0;1.3321,-6.16,0;4.2042,-2.3101,0;4.9743,-3.6421,0;4.2042,-4.9743,0;6.5143,-3.6421,0;2.6642,-.7701,0;4.004,0,0;1.3321,0,0;1.1242,-2.3101,0;3.234,-7.7001,0;1.694,-7.7001,0;
",YXVFQADLFFNVDS-UHFFFAOYNA-N,C6H14N2O7,226.1846
DTXSID4020080,DTXCID8080,DSSTox_High,Ammonium hydroxide,1336-21-6,Single Compound,,[NH4+].[OH-],"InChI=1S/H3N.H2O/h1H3;1H2
AuxInfo=1/1/N:1;2/rA:2N+O-/rB:;/rC:8.0709,-2.8693,0;0,-2.9786,0;
",VHUUQVKOLVNVRT-UHFFFAOYSA-N,H5NO,35.0458
DTXSID9020081,DTXCID0081,DSSTox_Low,Amobarbital,57-43-2,Single Compound,,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,"InChI=1S/C11H18N2O3/c1-4-11(6-5-7(2)3)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)
AuxInfo=1/1/N:13,15,16,2,12,3,14,4,10,7,1,6,9,5,11,8/E:(2,3)(8,9)(12,13)(14,15)/rA:16CCCCONCONCOCCCCC/rB:s1;s1;s1;d4;s4;s6;d7;s7;s1s9;d10;s3;s2;s12;s14;s14;/rC:4.6202,-2.323,0;3.0801,-2.323,0;3.8372,-3.6393,0;4.6202,-.7829,0;3.278,0,0;5.9366,0,0;7.2701,-.7829,0;8.6037,0,0;7.2701,-2.323,0;5.9366,-3.0801,0;5.9366,-4.6202,0;2.2972,-3.6393,0;2.2972,-.9809,0;1.5401,-4.9729,0;0,-4.9729,0;2.2972,-6.3065,0;
",VIROVYVQCGLCII-UHFFFAOYSA-N,C11H18N2O3,226.2722
DTXSID4020082,DTXCID2082,DSSTox_Low,Amphetamine sulfate,60-13-9,Single Compound,,OS(O)(=O)=O.CC(N)CC1=CC=CC=C1.CC(N)CC1=CC=CC=C1,"InChI=1/2C9H13N.H2O4S/c2*1-8(10)7-9-5-3-2-4-6-9;1-5(2,3)4/h2*2-6,8H,7,10H2,1H3;(H2,1,2,3,4)
AuxInfo=1/1/N:15,8,7,9,6,10,12,13,11,14;25,18,17,19,16,20,22,23,21,24;1,3,4,5,2/E:2*(3,4)(5,6);(1,2,3,4)/CRV:;;5.6/rA:25OSOOOCCCCCCCCNCCCCCCCCCNC/rB:d1;s2;s2;d2;;d6;s7;d8;s9;s6d10;s11;s12;s13;s13;;d16;s17;d18;s19;s16d20;s21;s22;s23;s23;/rC:1.5378,-5.3934,0;1.5378,-3.8557,0;0,-3.8557,0;3.0868,-3.8557,0;1.5378,-2.3179,0;5.9588,-3.0868,0;4.6245,-2.3179,0;4.6245,-.7688,0;5.9588,0,0;7.3044,-.7688,0;7.3044,-2.3179,0;8.6386,-3.0868,0;9.9728,-2.3179,0;9.9728,-.7688,0;11.307,-3.0868,0;5.9588,-7.7114,0;4.6245,-6.9426,0;4.6245,-5.3934,0;5.9588,-4.6245,0;7.3044,-5.3934,0;7.3044,-6.9426,0;8.6386,-7.7114,0;9.9728,-6.9426,0;9.9728,-5.3934,0;11.307,-7.7114,0;
",PYHRZPFZZDCOPH-UHFFFAOYNA-N,C18H28N2O4S,368.4909
DTXSID9020083,DTXCID4083,DSSTox_Low,Ampicillin trihydrate,7177-48-2,Single Compound,,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,"InChI=1S/C16H19N3O4S.3H2O/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8;;;/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23);3*1H2/t9-,10-,11+,14-;;;/m1.../s1
AuxInfo=1/1/N:9,10,19,17,20,15,18,16,21,1,5,23,4,3,11,6,22,8,2,24,14,12,13,7;25;26;27/E:(1,2)(4,5)(6,7)(22,23);;;/it:im;;;/rA:27C.oNC.eCC.eCSNCCCOOOCCCCCCC.oNCOOOO/rB:;s1s2;s1s2;s2;s5;P3s6;P1;s6;s6;N5;d11;s11;d4;;s15;d15;d16;s17;s18d19;s16;N21;s8s21;d23;;;;/rC:8.2127,-3.1101,0;9.7475,-4.6314,0;9.7475,-3.1101,0;8.2127,-4.6314,0;11.2284,-5.1161,0;12.1439,-3.8774,0;11.2284,-2.6388,0;6.6508,-3.0832,0;13.4633,-3.0832,0;13.4633,-4.6583,0;11.6996,-6.6105,0;13.2075,-6.9202,0;10.6764,-7.7414,0;7.1222,-5.7488,0;2.6658,-.7675,0;2.6658,-2.3022,0;1.3194,0,0;1.3194,-3.0832,0;0,-.7675,0;0,-2.3022,0;3.9986,-3.0832,0;3.9986,-4.6314,0;5.3315,-2.3022,0;5.3315,-.7675,0;.0135,-8.2799,0;2.2888,-8.2261,0;4.3082,-8.3338,0;
",RXDALBZNGVATNY-CWLIKTDRSA-N,C16H25N3O7S,403.4506
DTXSID4020084,DTXCID6084,DSSTox_Low,1-Amyl-1-nitrosourea,10589-74-9,Single Compound,,CCCCCN(N=O)C(N)=O,"InChI=1S/C6H13N3O2/c1-2-3-4-5-9(8-11)6(7)10/h2-5H2,1H3,(H2,7,10)
AuxInfo=1/1/N:8,7,6,5,4,2,11,9,3,1,10/rA:11OCNCCCCCNON/rB:d1;s2;s3;s4;s5;s6;s7;s3;d9;s2;/rC:1.3359,0,0;2.6718,-.7754,0;2.6718,-2.3168,0;4.0077,-3.0829,0;5.3343,-2.3168,0;6.6702,-3.0829,0;8.0061,-2.3168,0;9.342,-3.0829,0;1.3359,-3.0829,0;0,-2.3168,0;4.0077,0,0;
",YYTNAQDGJQPZFU-UHFFFAOYSA-N,C6H13N3O2,159.1863
DTXSID9020085,,DSSTox_Low,Amylopectin sulfate,9047-13-6,Polymer,,,,,,\N
DTXSID4020086,DTXCID0086,DSSTox_Low,Anethole,104-46-1,Mixture of Stereoisomers,,COC1=CC=C(C=CC)C=C1,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3
AuxInfo=1/0/N:11,9,10,1,3,7,4,6,2,5,8/E:(5,6)(7,8)/rA:11CCCCCCCOCCC/rB:s1;d2;s3;d4;s5;s2d6;s5;s8;w?1;s10;/rC:.7769,-2.6924,0;2.3154,-2.6924,0;3.077,-1.3538,0;4.6154,-1.3538,0;5.3924,-2.6924,0;4.6154,-4.0231,0;3.077,-4.0231,0;6.9309,-2.6924,0;7.6924,-4.0231,0;-.7631,-2.6924,0;-2.3031,-2.6924,0;
",RUVINXPYWBROJD-UHFFFAOYSA-N,C10H12O,148.2017
DTXSID9020087,DTXCID2087,DSSTox_High,(E)-Anethole,4180-23-8,Single Compound,,COC1=CC=C(\C=C\C)C=C1,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3/b4-3+
AuxInfo=1/0/N:1,11,2,3,5,9,6,8,4,7,10/E:(5,6)(7,8)/rA:11CCCCCCCCCOC/rB:s1;d+2;s3;d4;s5;d6;s7;s4d8;s7;s10;/rC:;1.54,0,0;2.3054,-1.337,0;3.8453,-1.337,0;4.6106,0,0;6.1506,0,0;6.916,-1.337,0;6.1506,-2.6649,0;4.6106,-2.6649,0;8.4559,-1.337,0;9.2213,-2.6649,0;
",RUVINXPYWBROJD-ONEGZZNKSA-N,C10H12O,148.2017
DTXSID4020088,DTXCID4088,DSSTox_High,Chloralose,15879-93-3,Single Compound,absolute stereochem; same CAS has been assigned for mixture (alpha- beta-) and alpha-; only assigned to alpha- form in DSSTox,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,"InChI=1S/C8H11Cl3O6/c9-8(10,11)7-16-5-3(14)4(2(13)1-12)15-6(5)17-7/h2-7,12-14H,1H2/t2-,3+,4-,5-,6-,7-/m1/s1
AuxInfo=1/0/N:10,9,3,1,5,4,13,14,15,16,17,12,11,8,2,7,6/E:(9,10,11)/it:im/rA:17C.oOC.oC.oC.eOOOC.oCOOC.oCClClCl/rB:P1;s1;s2;s3s4;N4;N5;P3;s1;s9;P9;s10;s6s7;N13;s14;s14;s14;/rC:4.056,-1.9477,0;5.2819,-1.0541,0;4.5257,-3.4144,0;6.5422,-1.9477,0;6.061,-3.4144,0;8.066,-1.9477,0;7.3098,-4.3194,0;3.6205,-4.6517,0;2.6009,-1.478,0;1.4437,-2.5206,0;2.28,0,0;0,-2.0394,0;8.5243,-3.4144,0;9.9909,-3.8955,0;11.4574,-4.3767,0;10.4606,-2.429,0;9.5097,-5.3392,0;
",OJYGBLRPYBAHRT-IPQSZEQASA-N,C8H11Cl3O6,309.5284
DTXSID9020089,DTXCID6089,DSSTox_Low,Anilazine,101-05-3,Single Compound,,ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,"InChI=1S/C9H5Cl3N4/c10-5-3-1-2-4-6(5)13-9-15-7(11)14-8(12)16-9/h1-4H,(H,13,14,15,16)
AuxInfo=1/1/N:12,11,13,10,14,9,2,4,6,15,1,16,8,3,7,5/E:(7,8)(11,12)(15,16)/rA:16ClCNCNCNNCCCCCCClCl/rB:s1;d2;s3;d4;s5;s2d6;s6;s8;d9;s10;d11;s12;s9d13;s14;s4;/rC:0,-4.6203,0;1.3347,-3.8549,0;1.3347,-2.3149,0;2.6695,-1.5401,0;4.0042,-2.3149,0;4.0042,-3.8549,0;2.6695,-4.6203,0;5.3297,-4.6203,0;6.6644,-3.8549,0;6.6644,-2.3149,0;7.9992,-1.5401,0;9.3339,-2.3149,0;9.3339,-3.8549,0;7.9992,-4.6203,0;7.9992,-6.1603,0;2.6695,0,0;
",IMHBYKMAHXWHRP-UHFFFAOYSA-N,C9H5Cl3N4,275.5218
DTXSID8020090,DTXCID9090,DSSTox_High,Aniline,62-53-3,Single Compound,,NC1=CC=CC=C1,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2
AuxInfo=1/0/N:5,4,6,3,7,2,1/E:(2,3)(4,5)/rA:7NCCCCCC/rB:s1;d2;s3;d4;s5;s2d6;/rC:0,-1.3319,0;1.54,-1.3319,0;2.3123,0,0;3.8523,0,0;4.6246,-1.3319,0;3.8523,-2.6685,0;2.3123,-2.6685,0;
",PAYRUJLWNCNPSJ-UHFFFAOYSA-N,C6H7N,93.1265
DTXSID3020091,DTXCID1091,DSSTox_Low,Aniline hydrochloride,142-04-1,Single Compound,,Cl.NC1=CC=CC=C1,"InChI=1S/C6H7N.ClH/c7-6-4-2-1-3-5-6;/h1-5H,7H2;1H
AuxInfo=1/0/N:5,4,6,3,7,2,1;8/E:(2,3)(4,5);/rA:8NCCCCCCCl/rB:s1;d2;s3;d4;s5;s2d6;;/rC:0,-1.3334,0;1.5364,-1.3334,0;2.3069,0,0;3.8433,0,0;4.6138,-1.3334,0;3.8433,-2.6668,0;2.3069,-2.6668,0;2.8744,-3.9449,0;
",MMCPOSDMTGQNKG-UHFFFAOYSA-N,C6H8ClN,129.5874
DTXSID8020092,DTXCID3092,DSSTox_Low,2-Methoxyaniline hydrochloride,134-29-2,Single Compound,,Cl.COC1=C(N)C=CC=C1,"InChI=1S/C7H9NO.ClH/c1-9-7-5-3-2-4-6(7)8;/h2-5H,8H2,1H3;1H
AuxInfo=1/0/N:9,4,5,3,6,2,1,7,8;10/rA:10CCCCCCNOCCl/rB:d1;s2;d3;s4;s1d5;s2;s1;s8;;/rC:2.31,-2.6654,0;3.0747,-1.3354,0;4.6147,-1.3354,0;5.3847,-2.6654,0;4.6147,-4.0008,0;3.0747,-4.0008,0;2.31,0,0;.77,-2.6654,0;0,-4.0008,0;3.1715,-5.2769,0;
",XCZCWGVXRBJCCD-UHFFFAOYSA-N,C7H10ClNO,159.6134
DTXSID3020093,DTXCID5093,DSSTox_Low,4-Methoxyaniline hydrochloride,20265-97-8,Single Compound,,Cl.COC1=CC=C(N)C=C1,"InChI=1S/C7H9NO.ClH/c1-9-7-4-2-6(8)3-5-7;/h2-5H,8H2,1H3;1H
AuxInfo=1/0/N:9,3,6,2,7,4,1,5,8;10/E:(2,3)(4,5);/rA:10CCCCNCCOCCl/rB:d1;s2;d3;s4;s4;s1d6;s1;s8;;/rC:2.3034,-1.3281,0;3.0712,0,0;4.6138,0,0;5.3816,-1.3281,0;6.9172,-1.3281,0;4.6138,-2.6631,0;3.0712,-2.6631,0;.7678,-1.3281,0;;3.7492,-3.8667,0;
",VQYJLACQFYZHCO-UHFFFAOYSA-N,C7H10ClNO,159.6134
DTXSID8020094,DTXCID7094,DSSTox_Low,Anthranilic acid,118-92-3,Single Compound,,NC1=C(C=CC=C1)C(O)=O,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)
AuxInfo=1/1/N:5,6,4,7,3,2,8,1,9,10/E:(9,10)/rA:10NCCCCCCCOO/rB:s1;d2;s3;d4;s5;s2d6;s3;d8;s8;/rC:3.0747,0,0;2.31,-1.3301,0;3.0747,-2.6654,0;2.31,-3.9954,0;.77,-3.9954,0;0,-2.6654,0;.77,-1.3301,0;4.6147,-2.6654,0;5.3847,-1.3301,0;5.3847,-3.9954,0;
",RWZYAGGXGHYGMB-UHFFFAOYSA-N,C7H7NO2,137.136
DTXSID3020095,DTXCID9095,DSSTox_Low,Anthraquinone,84-65-1,Single Compound,,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2,"InChI=1S/C14H8O2/c15-13-9-5-1-2-6-10(9)14(16)12-8-4-3-7-11(12)13/h1-8H
AuxInfo=1/0/N:6,7,15,14,5,8,16,13,4,3,11,12,9,2,10,1/E:(1,2,3,4)(5,6,7,8)(9,10,11,12)(13,14)(15,16)/rA:16OCCCCCCCCOCCCCCC/rB:d1;s2;d3;s4;d5;s6;s3d7;s4;d9;s9;s2d11;s12;d13;s14;s11d15;/rC:0,-5.3901,0;1.3321,-4.6201,0;2.6643,-5.3901,0;4.0041,-4.6201,0;5.3363,-5.3901,0;5.3363,-6.9301,0;4.0041,-7.7001,0;2.6643,-6.9301,0;4.0041,-3.0801,0;5.3363,-2.31,0;2.6643,-2.31,0;1.3321,-3.0801,0;0,-2.31,0;0,-.77,0;1.3321,0,0;2.6643,-.77,0;
",RZVHIXYEVGDQDX-UHFFFAOYSA-N,C14H8O2,208.2121
DTXSID3020097,DTXCID3097,DSSTox_Low,Aramite,140-57-8,Single Compound,,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,"InChI=1/C15H23ClO4S/c1-12(20-21(17)19-10-9-16)11-18-14-7-5-13(6-8-14)15(2,3)4/h5-8,12H,9-11H2,1-4H3
AuxInfo=1/0/N:1,12,13,14,7,9,6,10,20,19,3,2,8,5,11,21,17,4,18,15,16/E:(2,3,4)(5,6)(7,8)/rA:21CCCOCCCCCCCCCCOSOOCCCl/rB:s1;s2;s3;s4;d5;s6;d7;s8;s5d9;s8;s11;s11;s11;s2;s15;d16;s16;s18;s19;s20;/rC:9.3418,-5.9559,0;9.3418,-4.4105,0;8.0222,-3.6464,0;6.6851,-4.4105,0;5.3481,-3.6464,0;4.011,-4.4105,0;2.6741,-3.6464,0;2.6741,-2.101,0;4.011,-1.337,0;5.3481,-2.101,0;1.337,-1.337,0;0,-.5557,0;2.101,0,0;.573,-2.6567,0;10.6789,-3.6464,0;12.0158,-4.4105,0;12.0158,-5.9559,0;13.3529,-3.6464,0;14.6899,-4.4105,0;16.027,-3.6464,0;17.364,-4.4105,0;
",YKFRAOGHWKADFJ-UHFFFAOYNA-N,C15H23ClO4S,334.8587
DTXSID8020098,DTXCID5098,DSSTox_High,Arecoline hydrochloride,61-94-9,Single Compound,,Cl.COC(=O)C1=CCCN(C)C1,"InChI=1S/C8H13NO2.ClH/c1-9-5-3-4-7(6-9)8(10)11-2;/h4H,3,5-6H2,1-2H3;1H
AuxInfo=1/0/N:7,10,5,6,4,2,1,8,3,11,9;12/rA:12CCNCCCCCOCOCl/rB:s1;s2;s3;s4;d1s5;s3;s1;s8;s9;d8;;/rC:4.4896,-2.665,0;5.2618,-1.3325,0;6.7987,-1.3325,0;7.571,-2.665,0;6.7987,-3.9974,0;5.2618,-3.9974,0;7.571,0,0;2.9602,-2.665,0;2.188,-3.9974,0;2.9602,-5.3299,0;2.188,-1.3325,0;0,-2.8543,0;
",LQSWCSYIDIBGRR-UHFFFAOYSA-N,C8H14ClNO2,191.6553
DTXSID3020099,DTXCID7099,DSSTox_High,Sodium aristolochate-I,10190-99-5,Single Compound,"ENZO: Aristolochic acid sodium salt; Sigma COA & MSDS: Aristolochic acid I sodium salt (MW 363.2);Aristolochic acid, sodium salt (77% AA I, 21% AA II)",[Na+].COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C([O-])=O)[N+]([O-])=O,"InChI=1S/C17H11NO7.Na/c1-23-12-4-2-3-8-9(12)5-11(18(21)22)14-10(17(19)20)6-13-16(15(8)14)25-7-24-13;/h2-6H,7H2,1H3,(H,19,20);/q;+1/p-1
AuxInfo=1/1/N:25,23,21,24,9,10,17,6,7,5,1,18,11,2,4,8,12,3,19,20,14,16,22,15,13;26/E:(19,20)(21,22);/CRV:18.5;/rA:26CCN+CCCCCCCCCOO-OOCCOO-COCCCNa+/rB:s1;s1;s2;d2;s4;s6;d4;d1s7;s5;s8d10;s5;s8;s3;s11;d3;s13s15;d7;d12;s12;d6;s18;s21;s18d23;s22;;/rC:-.3508,-1.3746,0;-1.1223,-.0418,0;-.9115,-3.3517,0;-.3508,1.3026,0;-2.6773,-.0418,0;1.2042,1.3026,0;1.9757,-.0418,0;-1.1223,2.647,0;1.2042,-1.3746,0;-3.4488,1.3026,0;-2.6773,2.647,0;-3.4488,-1.3746,0;-.643,4.1201,0;-2.8508,-4.0432,0;-3.1565,4.1201,0;-.0442,-5.032,0;-1.8939,5.032,0;3.519,-.0418,0;-4.992,-1.3746,0;-2.8292,-2.4152,0;1.9757,2.647,0;4.3022,-1.3746,0;3.519,2.647,0;4.3022,1.3026,0;5.8455,-1.3746,0;-5.8455,.8583,0;
",BQVOPWJSBBMGBR-UHFFFAOYSA-M,C17H10NNaO7,363.2536
DTXSID5020100,,DSSTox_High,Aroclor 1254,11097-69-1,Mixture/Formulation,mixture of polychlorinated biphenyls containing 54% Cl; unspecified,,,,,\N
DTXSID0020101,,DSSTox_High,Aroclor 1260,11096-82-5,Mixture/Formulation,Polychlorinated biphenyl mixture; Mixture of Isomers; Polychlorinated biphenyl-60% chlorine (from supplier); mixture of chlorobiphenyls containing 60% Cl,,,,,\N
DTXSID5020102,,DSSTox_High,Sodium arsenate,7631-89-2,Mixture/Formulation,,,,,,\N
DTXSID0020103,DTXCID00103,DSSTox_Low,Arsenic trioxide,1327-53-3,Single Compound,"Arsenic oxide (As2O5) [1303-28-2],  Arsenic oxide (As2O5): H2O (3:5)",O1[As]2O[As]3O[As]1O[As](O2)O3,"InChI=1S/As4O6/c5-1-6-3-8-2(5)9-4(7-1)10-3
AuxInfo=1/0/N:1,3,5,8,2,6,9,4,10,7/E:(1,2,3,4)(5,6,7,8,9,10)/rA:10AsOAsOAsOOAsOO/rB:s1;s2;s3;s4;s1s5;s5;s7;s1s8;s3s8;/rC:1.9634,-1.3694,0;1.9279,-2.6108,0;3.0803,-2.6677,0;1.5402,-3.557,0;0,-2.6677,0;.8145,-1.9812,0;0,-.8892,0;1.5402,0,0;1.0173,-.907,0;3.0803,-.8892,0;
",KTTMEOWBIWLMSE-UHFFFAOYSA-N,As4O6,395.6828
DTXSID5020104,DTXCID30104,DSSTox_High,Sodium arsenite,7784-46-5,Single Compound,NaAsO2 parent [13768-07-5],[Na+].[O-][As]=O,"InChI=1S/AsHO2.Na/c2-1-3;/h(H,2,3);/q;+1/p-1
AuxInfo=1/1/N:2,3,4;1/E:(2,3);/rA:4Na+AsOO-/rB:;d2;s2;/rC:1.3865,-2.3093,0;1.3333,0,0;2.6666,-.7707,0;0,-.7707,0;
",PTLRDCMBXHILCL-UHFFFAOYSA-M,AsNaO2,129.9102
DTXSID0020105,DTXCID60105,DSSTox_Low,Sodium L-ascorbate,134-03-2,Single Compound,,[Na+].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-],"InChI=1S/C6H8O6.Na/c7-1-2(8)5-3(9)4(10)6(11)12-5;/h2,5,7-10H,1H2;/q;+1/p-1/t2-,5+;/m0./s1
AuxInfo=1/1/N:10,9,3,5,1,4,12,11,6,7,8,2;13/it:im;/rA:13C.oOCCCO-OOC.eCOONa+/rB:P1;s1;s2;d3s4;s3;s5;d4;s1;s9;N9;s10;;/rC:4.0636,-1.9678,0;5.3115,-1.0559,0;4.5436,-3.4317,0;6.5513,-1.9518,0;6.0714,-3.4156,0;3.6557,-4.6795,0;6.9994,-4.6555,0;7.9993,-1.4879,0;2.5998,-1.5039,0;1.4639,-2.5437,0;2.2797,0,0;0,-2.0638,0;1.5999,-4.8636,0;
",PPASLZSBLFJQEF-RXSVEWSESA-M,C6H7NaO6,198.106
DTXSID5020106,DTXCID90106,DSSTox_High,L-Ascorbic acid,50-81-7,Single Compound,absolute stereochem,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1
AuxInfo=1/0/N:10,9,3,5,1,4,12,11,6,7,8,2/it:im/rA:12C.oOCCCOOOC.eCOO/rB:P1;s1;s2;d3s4;s3;s5;d4;s1;s9;N9;s10;/rC:6.5119,-3.4029,0;7.7436,-2.493,0;6.9626,-4.8683,0;8.9839,-3.4029,0;8.5007,-4.8683,0;6.0689,-6.1166,0;9.4105,-6.1166,0;10.4735,-2.9196,0;5.0221,-2.9196,0;3.8707,-3.9424,0;4.7081,-1.4139,0;2.4212,-3.4593,0;
",CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C6H8O6,176.1241
DTXSID0020107,DTXCID20107,DSSTox_Low,Aspartame,22839-47-0,Single Compound,,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1
AuxInfo=1/1/N:21,8,7,9,6,10,4,15,5,14,3,16,12,2,19,11,17,18,13,1,20/E:(3,4)(5,6)(17,18)/it:im/rA:21OCC.eCCCCCCCNCOC.eCCOONOC/rB:d1;s2;s3;s4;d5;s6;d7;s8;s5d9;P3;s11;d12;s12;s14;s15;d16;s16;P14;s2;s20;/rC:0,-5.3294,0;.7654,-6.6642,0;2.3054,-6.6642,0;3.0801,-7.9989,0;4.6201,-7.9989,0;5.3855,-6.6642,0;6.9255,-6.6642,0;7.7002,-7.9989,0;6.9255,-9.3336,0;5.3855,-9.3336,0;3.0801,-5.3294,0;2.3054,-4.0041,0;.7654,-4.0041,0;3.0801,-2.6693,0;4.6201,-2.6693,0;5.3855,-1.3347,0;4.6201,0,0;6.9255,-1.3347,0;2.3054,-1.3347,0;0,-7.9989,0;.7654,-9.3336,0;
",IAOZJIPTCAWIRG-QWRGUYRKSA-N,C14H18N2O5,294.3031
DTXSID5020108,DTXCID50108,DSSTox_Low,Aspirin,50-78-2,Single Compound,,CC(=O)OC1=C(C=CC=C1)C(O)=O,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)
AuxInfo=1/1/N:13,8,7,9,6,11,4,5,2,12,1,3,10/E:(11,12)/rA:13OCOCCCCCCOCOC/rB:s1;d2;s2;d4;s5;d6;s7;s4d8;s5;s10;d11;s11;/rC:0,-6.6665,0;.7667,-5.3332,0;0,-3.9999,0;2.3066,-5.3332,0;3.0799,-3.9999,0;4.6199,-3.9999,0;5.3866,-5.3332,0;4.6199,-6.6665,0;3.0799,-6.6665,0;2.3066,-2.6665,0;3.0799,-1.3333,0;2.3066,0,0;4.6199,-1.3333,0;
",BSYNRYMUTXBXSQ-UHFFFAOYSA-N,C9H8O4,180.1574
DTXSID0020109,,DSSTox_Low,"Aspirin, phenacetin, and caffeine",8003-03-0,Mixture/Formulation,,,,,,\N
DTXSID9020110,DTXCID30110,DSSTox_Low,Astemizole,68844-77-9,Single Compound,,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,"InChI=1S/C28H31FN4O/c1-34-25-12-8-21(9-13-25)14-17-32-18-15-24(16-19-32)30-28-31-26-4-2-3-5-27(26)33(28)20-22-6-10-23(29)11-7-22/h2-13,24H,14-20H2,1H3,(H,30,31)
AuxInfo=1/1/N:34,15,11,10,6,13,14,28,29,18,19,30,31,26,16,17,25,20,21,4,27,9,22,12,32,5,2,3,24,8,7,23,1,33/E:(6,7)(8,9)(10,11)(12,13)(15,16)(18,19)/rA:34NCCCCCNNCCCCCCCCCCCCCCNFCCCCCCCCOC/rB:s1;s1;s1;s2;d2;d3s5;s3;s4;d5;s6;s8;s9;d9;s10d11;s12;s12;d13;s14;s16;s17;s18d19;s20s21;s22;s23;s25;s26;s27;d27;d28;s29;s30d31;s32;s33;/rC:6.1444,-3.9484,0;5.124,-5.0796,0;7.5641,-4.5917,0;5.8338,-2.4622,0;5.8782,-6.4327,0;3.5934,-5.0796,0;7.3865,-6.1,0;8.895,-3.7931,0;4.3698,-1.9742,0;5.124,-7.7415,0;2.8393,-6.4327,0;10.2037,-4.5917,0;3.2386,-2.9946,0;4.0593,-.4658,0;3.5934,-7.7415,0;11.5568,-3.7931,0;10.2037,-6.1,0;1.7745,-2.5288,0;2.5953,0,0;12.8655,-4.5917,0;11.5568,-6.8764,0;1.4419,-1.0204,0;12.8655,-6.1,0;0,-.5545,0;14.1965,-6.8764,0;15.5273,-6.1,0;16.8582,-6.8764,0;18.1892,-6.1,0;16.8582,-8.4291,0;19.5201,-6.8764,0;18.1892,-9.1834,0;19.5201,-8.4291,0;20.851,-9.1834,0;22.1819,-8.4291,0;
",GXDALQBWZGODGZ-UHFFFAOYSA-N,C28H31FN4O,458.5703
